dataset shorthand,type,Genus.ncbi,Species.ncbi,Species.name (queried GBIF),reason no map,IUCN?,to check,Range source,Range source website,Range description,Range errors,"Action (fine = no action needed; fine.unconfirmed = gbif records look good but no good info to check against; excl.points=exclude points according to code (lts, longs & gbifIDs); country.codes = use country codes as well as lats/longs/gbifIDs; remove.use.IUCN = remove from GBIF pipeline & use IUCN map; remove = unsolveable rnage errors, remove species entirely; partial.range = use only the part of the range where the thermal tolerance data come from (for sp with disjunct distributions in multiple coasts/continents) ",Action remove explanation,countries in range,country.codes,gbifIDs.to.excl,code to get gbifIDs to excl,excl.lon.below,excl.lon.above,excl.lat.below,excl.lat.above,who did final code,potential good gbif range for IUCN comp,Realm,Body Mass,tmax,tmax_metric,Sex,tmax_pretreatment,Rate of change (ramping temp) C/MIN,latctmax,longctmax,elevationctmax,REF_ctmax,location_ctmax,ctmin,tmin_metric,sex,Rate of change (ramping temp) c/min,tmin_pretreatment,latctmin,longctmin,elevationctmin,REF_ctmin,location_ctmin,Thropic position,dataset,birth Wild or Captive,thermal tolerance notes,original order,Genus (sDIV dataset May),Species (sDIV dataset May),Kingdom,Phylum,Class,Order,Family,NCBI.UID,change,double?,taxonomic issues
plants,angiosperm,Mackaya,bella,Mackaya bella,,,,PlantZA,http://www.plantzafrica.com/plantklm/mackayabella.htm,"enedemic to southern Africa: occurs naturally in the Eastern Cape, Kwazulu Natal, Swaziland and Northern Province in evergreen forest, often along the edges of stream",excl points outsdie southern africa,country.codes,,,ZA;SZ,,,,,,,AH,,Terrestrial,,,,,,,,,,,,1,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Mackaya,bella,Plantae,Streptophyta,Pentapetalae,Lamiales,Acanthaceae,141321,,,
plants,angiosperm,Marah,fabaceus,Marah fabaceus,,,,Jepson Flora Project; eFlora of N Am (under M fabacea),"http://ucjeps.berkeley.edu/cgi-bin/get_JM_treatment.pl?3375,3389,3390; http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250100809","Jepson: California Floristic Province (except n Northwestern California, n Cascade Range), Mojave Desert; eFlora: Calif., Nev. ",,fine,,,,,,,,,,AH,,Terrestrial,,53.1,tmax,,FF,,33.5,-117.1,375,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Marah,fabaceus,Plantae,Streptophyta,Pentapetalae,Cucurbitales,Cucurbitaceae,329128,unranked level used,,
plants,angiosperm,Melicytus,chathamicus,Melicytus chathamicus,,,,New Zealand Plant Conservation Network,http://www.nzpcn.org.nz/flora_details.aspx?ID=582,"Endemic to the Chatham Islands. Present on Chatham (Rekohu), Pitt, South East (Rangitira), Mangere and Little Mangere Islands",too few points and none look like they'r eon the Chatham islands,remove,endemic to Chatham Islands but no gbif points from there,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-5.4,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Melicytus,chathamicus,Plantae,Streptophyta,Pentapetalae,Malpighiales,Violaceae,453349,used unranked level Pentapetalae,,
plants,angiosperm,Metrosideros,robusta,Metrosideros robusta,,,check sampling location - its outside spp range,New Zealand Plant Conservation Network,http://nzpcn.org.nz/flora_details.aspx?ID=977,"huge forest tree NZ Endemic. New Zealand: Three Kings Islands, North Island (formerly widespread from Te Paki south to Wellington, now scarce over large parts of this range, and apparently absent from the Hawkes Bay). South Island (abundant from Nelson west and south to Greymouth, from there locally common to about Hokitika, reaching a southern limit just south of Lake Mahinapua. In the east recently recorded from one site near Okiwi Bay, western Marlborough Sounds - though this site is unusual and may not be natural).",excl points not on NZ and outliers  at christchurch and far S of S island,country.codes,,,NZ,,,,,-43.5,,AH,,Terrestrial,,,,,,,,,,,,-7.45,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Metrosideros,robusta,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,101983,used unranked level Pentapetalae,,
plants,angiosperm,Metrosideros,umbellata,Metrosideros umbellata,,,,New Zealand Plant Conservation Network,http://www.nzpcn.org.nz/flora_details.aspx?ID=978,"big forest tree Endemic. North, South, Stewart and Auckland Islands. In the North Island locally present from Te Paki south to Mt Pirongia, the northern Kaimai Ranges (Ngatamahinerua) and Mt Manuoha (Te Urewera National Park). In the South Island from Durville Island south and to Fiordland, with a mainly westerly distribution (absent from Marlbrough), most of Canterbury and northern Otago. Common on Stewart and the Auckland Islands.",excl point in antarctica,country.codes,,,NZ,,,,,-51,,AH,,Terrestrial,,,,,,,,,,,,-7.55,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Metrosideros,umbellata,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,101989,used unranked level Pentapetalae,,
plants,angiosperm,Mimulus,aurantiacus,Mimulus aurantiacus,,,,no awesome ref - combo of bunch ,http://www.pnwflowers.com/flower/mimulus-aurantiacus,California florsitic province,looks reasonably cohesive and mathces overall description,country.codes,,,US;MX,,,-130,-110,20,50,AH,,Terrestrial,,50.2,tmax,,FF,,33.5,-117.1,375,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Mimulus,aurantiacus,Plantae,Streptophyta,Pentapetalae,Lamiales,Phrymaceae,68869,unranked level used,,
plants,angiosperm,Mitraria,coccinea,Mitraria coccinea,,,,RHS; Chileflora,http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH0168.htm,endemic to Chile (rainforests) only species in the genus,range within Chile looks good,country.codes,,,CL,,,,,,-29,AH,,Terrestrial,,,,,,,,,,,,-4.9,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South American plant in NZ Botanical gardens   ,,Mitraria,coccinea,Plantae,Streptophyta,Pentapetalae,Lamiales,Gesneriaceae,49015,,,
plants,moss,Mnium,hornum,Mnium hornum,,,,Conservation-nature.fr,http://www.conservation-nature.fr/statut-Mnium%20hornum.html,should be at least as far S of france,missing S RL (France and south),remove,missing S RL (France & south),,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-27.3,LT50,,,,51,6.8,50,Rôtten & Santarius 1992,1,,,W,50% irreversible inactivation of the net photosynthetic capacity of the plants    ,,Mnium,hornum,Plantae,Streptophyta,Bryopsida,Bryales,Mniaceae,41835,,,
plants,angiosperm,Myrceugenia,chrysocarpa,Myrceugenia chrysocarpa,,,,Chileflora,http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH0289.htm,zone VII to X,"excl southern outlier & northern outlier, assume point in Argentina fine",excl.points,,,,,,,,-44,-35,AH,,Terrestrial,,,,,,,,,,,,-17.1,LT50,,,,-37.83,-71.99,408,Perez et al 2014,1,,,W,   ,,Myrceugenia,chrysocarpa,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130216,used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,chrysocarpa,Myrceugenia chrysocarpa,double,,,.,.,.,double,.,,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-17.6,LT50,,,,-38.27,-73.81,193,Perez et al 2014,1,,,W,   ,,Myrceugenia,chrysocarpa,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130216,used unranked level Pentapetalae,d,
plants,angiosperm,Myrceugenia,colchaguensis,Myrceugenia colchaguensis,,,,Encyclopedia of Chilean flora vis wikipedia,.,endemic to Chile where it is found in the coastal mountain range at altitudes below 400¾m,too few points,remove,too sparsely sampled,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-15.1,LT50,,,,-33.08,-71.49,35,Perez et al 2014,1,,,W,   ,,Myrceugenia,colchaguensis,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130217,used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,correifolia,Myrceugenia correifolia,,,,"Hechenleitner V., P., M. F. Gardner, P. I. Thomas, C. EcheverrÍa, B. Escobar, P. Brownless & C. M. A. 2005. Plantas Amenazadas del Centro-Sur de Chile. Pl. Amenaz. C.-S. Chile 187 pp via wikipedia",https://es.wikipedia.org/wiki/Myrceugenia_correifolia,"Myrceugenia correifolia es end_mico de Chile que habita principalmente en el litoral costero de Chile Central, desde la IV Regi„n (provincia de LimarÍ) hasta la VII Regi„n (provincia de Curic„), alcanzando una altitud de entre los 20 y 680 metros.",rnge in chile sparsely sampled but overall polygon is right,country.codes,,,CL,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-10.8,LT50,,,,-33.44,-71.65,176,Perez et al 2014,1,,,W,   ,,Myrceugenia,correifolia,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130218,used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,exsucca,Myrceugenia exsucca,,,,Chileflora,http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH0342.htm,VI to X,excl southern outlier,country.codes,,,CL;AR,,,,,-45,,AH,,Terrestrial,,,,,,,,,,,,-10.5,LT50,,,,-33.44,-71.65,176,Perez et al 2014,1,,,W,   ,,Myrceugenia,exsucca,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,290080,used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,lanceolata,Myrceugenia lanceolata,,,,Enciclopedia de la Flora Chilena (via wikipedia),http://web.archive.org/web/20121016002608/http://www.florachilena.cl/Niv_tax/Angiospermas/Ordenes/Myrtales/Myrtaceae/Myrceugenia/lanceolata/Myrceugenia%20lanceolata.htm,V to VIII es end_mica de Chile y se la puede encontrar desde ValparaÍso a Malleco,excl N outlier in Chile & pointsin other countries,country.codes,,,CL,,,,,,-31,AH,,Terrestrial,,,,,,,,,,,,-9.6,LT50,,,,-33.44,-71.65,176,Perez et al 2014,1,,,W,   ,,Myrceugenia,lanceolata,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,290081,used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,leptospermoides,Myrceugenia leptospermoides,,,tricky as have very precise latitudinal range - create polygon without gbif?,"Hechenleitner V., P., M. F. Gardner, P. I. Thomas, C. EcheverrÍa, B. Escobar, P. Brownless & C. M. A. 2005. Plantas Amenazadas del Centro-Sur de Chile. Pl. Amenaz. C.-S. Chile 187 pp via Wikipedia; Historia, biodiversidad y ecologÍa de los bosques costeros de Chile",pdf,end_mico de una peque_a ˆrea costera desde la VIII Regi„n (provincia de ‹uble) hasta la IX Regi„n (provincia de CautÍn).  Book says: 36deg38'S-38deg14'S,too few points,remove,have v precise distribution details but only 1 gbif piontwithin distribution,,CL,,,,,-38.3,-36.6,AH,,Terrestrial,,,,,,,,,,,,-10.8,LT50,,,,-37.14,-73.14,33,Perez et al 2014,1,,,W,   ,,Myrceugenia,leptospermoides,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,375245,used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,obtusa,Myrceugenia obtusa,,,,Enciclopedia de la Flora Chilena (via wikipedia); Flora Neotropica 1981 (pdf),https://en.wikipedia.org/wiki/Myrceugenia_obtusa,an evergreen tree endemic to Chile from Coquimbo to Cautin (31 to 38çS).  Flora Neotropica: common sp of mediterranean region of central chile but extends as far south as Temuco = 38 deg 44' (has map but cant get via google books),,country.codes,,,CL,,,,,-39,-31,AH,,Terrestrial,,,,,,,,,,,,-10.1,LT50,,,,-33.44,-71.65,176,Perez et al 2014,1,,,W,   ,,Myrceugenia,obtusa,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130228,used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,ovata_var_nannophylla,Myrceugenia ovata_var_nannophylla,,,,Chileflora,http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH0394.htm,VII-X,excl points outside chile,country.codes,,,CL,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-17,LT50,,,,-37.83,-71.99,408,Perez et al 2014,1,,,W,   ,,Myrceugenia,ovata-nan.,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130231,"replicate input, species name updateused unranked level Pentapetalae",,
plants,angiosperm,Myrceugenia,ovata_var_nannophylla,Myrceugenia ovata_var_nannophylla,double,,,.,.,double,.,.,,,CL,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-17,LT50,,,,-38.27,-73.81,193,Perez et al 2014,1,,,W,   ,,Myrceugenia,ovata-nan.,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130231,"replicate input, species name updateused unranked level Pentapetalae",d,
plants,angiosperm,Myrceugenia,ovata_var_ovata,Myrceugenia ovata_var_ovata,,,,.,.,.,too few points,remove,"too sparsely sampled, no good range description",,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-15.9,LT50,,,,-41.88,-73.67,34,Perez et al 2014,1,,,W,   ,,Myrceugenia,ovata-ova.,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130232,species name update used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,parvifolia,Myrceugenia parvifolia,,,"call tricky, sparsely sampled and range descriptions not amazing","Historia, biodiversidad y ecologÍa de los bosques costeros de Chile (google books) - VII & VIII",pdf,CM (bosque de canelo y Mirtaceas) -MH-‹,"call tricky, sparsely sampled and range descriptions not amazing, but can limit according to book a little",country.codes,,,CL,,,,,-45,-34,AH,,Terrestrial,,,,,,,,,,,,-8.3,LT50,,,,-36.79,-73.17,11,Perez et al 2014,1,,,W,   ,,Myrceugenia,parvifolia,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130235,used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,parvifolia,Myrceugenia parvifolia,double,,,.,.,.,double,.,,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-9.4,LT50,,,,-41.88,-73.66,38,Perez et al 2014,1,,,W,   ,,Myrceugenia,parvifolia,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130235,used unranked level Pentapetalae,d,
plants,angiosperm,Myrceugenia,pinifolia,Myrceugenia pinifolia,,,,"Smith-Ramirez (2005) Historia, biodiversidad y ecologÍa de los bosques costeros de Chile (google books) - VII & VIII",pdf,M pinifolia is endemic to region covered in book: 35 deg20'S to 38deg07'S),"very few points but good match, although sampled pionts lies outside range",country.codes,,,CL,,,,,-37,-35.2,AH,,Terrestrial,,,,,,,,,,,,-11.8,LT50,,,,-37.14,-73.14,33,Perez et al 2014,1,,,W,   ,,Myrceugenia,pinifolia,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130238,used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,planipes,Myrceugenia planipes,,,,Chester: wildlife guide to Chile,pdf,biobio to Aisen; Argentica.  Evergreen forest,excl points above biobio region,country.codes,,,CL;AR,,,,,-35.5,,AH,,Terrestrial,,,,,,,,,,,,-11.2,LT50,,,,-36.79,-73.17,11,Perez et al 2014,1,,,W,   ,,Myrceugenia,planipes,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,375248,used unranked level Pentapetalae,,
plants,angiosperm,Myrceugenia,planipes,Myrceugenia planipes,double,,,.,.,.,double,.,,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-12.1,LT50,,,,-41.88,-73.67,34,Perez et al 2014,1,,,W,   ,,Myrceugenia,planipes,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,375248,used unranked level Pentapetalae,d,
plants,angiosperm,Myrceugenia,rufa,Myrceugenia rufa,,,,"Smith-Ramirez (2005) Historia, biodiversidad y ecologÍa de los bosques costeros de Chile",Fig2 - shows lat distribution of several species,31-34 deg S,sparse but good,country.codes,,,CL,,,,,-34,-31,AH,,Terrestrial,,,,,,,,,,,,-9.7,LT50,,,,-33.08,-71.49,35,Perez et al 2014,1,,,W,   ,,Myrceugenia,rufa,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,1130240,used unranked level Pentapetalae,,
plants,angiosperm,Myrsine,africana,Myrsine africana,,,,PlantZA; Taton (1976) for Africa (has map),http://www.plantzafrica.com/plantklm/myrsinafr.htm; https://www.jstor.org/stable/3667728?seq=1#page_scan_tab_contents,"Myrsine africana has a wide distribution from the Himalayas, China, and the Azores to eastern and southern Africa. It is found throughout South Africa, common in the summer and winter rainfall areas, growing naturally on rocky krantzes, in fynbos and forests.. Taton: zaire, sudan, ethiopia - see Fig 1",range in africa is perfect. Hard to confirm range in asia but matches PlantZA description.  Excl points in europe & N Am,partial.range,use Africa,,,,,11,130,,38,AH,,Terrestrial,,,,,,,,,,,,-9,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Myrsine,africana,Plantae,Streptophyta,Pentapetalae,Ericales,Primulaceae,59982,,,
plants,angiosperm,Myrsine,australis,Myrsine australis,,,,New Zealand Plant Conservation Network,http://www.nzpcn.org.nz/flora_details.aspx?ID=1007,"NZ Endemic. Three Kings, North, South and Stewart Islands.",,country.codes,,,NZ,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-7.6,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Myrsine,australis,Plantae,Streptophyta,Pentapetalae,Ericales,Primulaceae,450843,used unranked level Pentapetalae,,
plants,angiosperm,Myrsine,salicina,Myrsine salicina,,,sample location is outside of range,New Zealand Plant Conservation Network,http://www.nzpcn.org.nz/flora_details.aspx?ID=1011,"NZ Endemic. North, South Islands from Te Paki to about Hokitika (-43 deg S)",points south of hkitika but range looks continuous and convincing.  Cut off below continuous range & exclude christchurch area in E.  Sampling point is outside range,country.codes,,,NZ,1092896579 1038322352 1091285001,,163,180,-43.5,,AH,,Terrestrial,,,,,,,,,,,,-5.1,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Myrsine,salicina,Plantae,Streptophyta,Pentapetalae,Ericales,Primulaceae,476447,used unranked level Pentapetalae,,
plants,angiosperm,Nerium,oleander,Nerium oleander,,,,Kew,http://www.kew.org/science-conservation/plants-fungi/nerium-oleander-oleander,"Native to the Mediterranean region, Iran, the Indian subcontinent and southern China.","missing China, only 1 point in india",remove,missing E half of range (China),,,,,,,,,AH,,Terrestrial,,49.7,LT50,,,,,,,Bilger et al 1984,3,,,,,,,,,,,,,C, Botanical garden Wurburg  ,,Nerium,oleander,Plantae,Streptophyta,Pentapetalae,Gentianales,Apocynaceae,63479,unranked level used,,
plants,angiosperm,Nestegis,cunninghamii,Nestegis cunninghamii,,,sample location is outside of range,New Zealand Plant Conservation Network,,"NZ Endemic. North, South, Hauturu (Little Barrier) and Aotea (Great Barrier) Islands. Scarce north of Auckland and often uncommon over wide parts of its former lowland range due to it being preferentially logged by early settlers. In the North Island Black Maire is now most commonly seen in the main Axial Ranges and Central Volcanic Plateau. In the South Island extending to Napenape in the east and near Greymouth in the west.",S RL good on E side of South Island but missing a bit on W side - think polygon will be fine though,country.codes,,,NZ,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-5.6,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Nestigis,cunninghamii,Plantae,Streptophyta,Pentapetalae,Lamiales,Oleacea,126541,"genus updated, used unranked level Pentapetalae",,
plants,angiosperm,Nothofagus,cunninghamii,Nothofagus cunninghamii,,,,Tasmanian Gov;,see pdf,"from Tasmania to Lake Mountain in Victoria, where it is largely restricted to cool shaded forests, sheltered valleys and gullies. Its distribution is closely related to rainfall and humidity, occupying areas where the mean annual rainfall is between 1000 and 1500 mm, or more. In Tasmania, provided conditions are moist and sheltered, the trees flourish from sea level on parts of the west and northwest coasts, to the tree line on mountains at elevations between 100 and 1200 m. ",excl points outside tas/australia,excl.points,,,,,,140,150,,0,AH,,Terrestrial,,,,,,,,,,,,-8.8,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,Australian plant in NZ Botanical gardens   ,,Nothofagus,cunninghamii,Plantae,Streptophyta,Pentapetalae,Fagales,Nothofagaceae,28938,,,
plants,angiosperm,Nothofagus,dombeyi,Nothofagus dombeyi,,,,Chileflora,http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH0358.htm,Chile Argentina: VI-XI,might be just shy of southernmost state but I would keep it,excl.points,,,,,,,-70,,-33,AH,,Terrestrial,,,,,,,,,,,,-17.5,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South American plant in NZ Botanical gardens   ,,Nothofagus,dombeyi,Plantae,Streptophyta,Pentapetalae,Fagales,Nothofagaceae,28940,,,
plants,angiosperm,Nothofagus,fusca,Nothofagus fusca,,,sample location is outside of range,National Assoc of Woodworkers NZ Inc,pdf,"mainly from East Cape down the mountain spine of the North Island, in the north-west and south-east of the South Island, and between Lakes Te Anau and Wakatipu ",overall polygon good,country.codes,,,NZ,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-10.4,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Nothofagus,fusca,Plantae,Streptophyta,Pentapetalae,Fagales,Nothofagaceae,28941,used unranked level Pentapetalae,,
plants,angiosperm,Nothofagus,menziesii,Nothofagus menziesii,,,not sure on call - close enough?,"Flora of NZ via wikipedia, NZ farm forestry timbers (has range map)",https://en.wikipedia.org/wiki/Lophozonia_menziesii; http://www.nzffa.org.nz/specialty-timber-market/showcase/new-zealand-beech/silver-beech/,"ound from Thames southwards in the North Island (except Mount Taranaki/Egmont),[2] and throughout the South Island.",missing northern 1 degree lat of range (should go to NE most tip) and 1 deg os S most range (should go all way to bottom of island),remove,missing 1 deg lat from both N & S RL,,NZ,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-12.4,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Nothofagus,menziesii,Plantae,Streptophyta,Pentapetalae,Fagales,Nothofagaceae,28945,used unranked level Pentapetalae,,now Lophozonia menziesii
plants,angiosperm,Nothofagus,solandri,Nothofagus solandri,,,nor sure on call - gbif missing v small outlier pops in far north,Farm Forestry Timbers (has range map),http://www.nzffa.org.nz/specialty-timber-market/showcase/new-zealand-beech/mountain-beech/,NE most tip of N island to bottom of S island,"missing v small outlier pops in far N, should go all way to bottom of S island",remove,missing v small outlier pops in far N and should go all way to bottom of S Island,,NZ,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-11.2,LT50,,0.0835,FF,-43.12,171.7,1350,Cieraad et al 2012,1,,,W,Foliage FF = processed within 24hrs  HELD IN A fridge for 24hr at 4  ,,Nothofagus,solandri,Plantae,Streptophyta,Pentapetalae,Fagales,Nothofagaceae,28952,unranked level used,,
plants,angiosperm,Olea,africana,Olea africana,,,,PlantZA,http://www.plantzafrica.com/plantnop/oleaeurop.htm,"subsp africana is found in a variety of habitats, often near water, e.g. on rocky hillsides, on stream banks and in woodland (where it can reach 12 m). It is widespread in Africa, Mascarene Islands, Arabia, India to China",missing tones of range - maybe this si a diff subspp?,remove,missing most of range of subsp africana,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-8.9,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Olea,africana,Plantae,Streptophyta,Pentapetalae,Lamiales,Oleaceae,129566,,,
plants,angiosperm,Pandorea,pandorana,Pandorea pandorana,,,,Australian Native Plants Society,http://anpsa.org.au/p-pan.html,see map - eastern Austr plus disjunct pocket in central Australia,missing top half of range in Australia and disjunct pop in central Oz,remove,missing N RL (top of Queensland),,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-4.6,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,Australian plant in NZ Botanical gardens   ,,Pandorea,pandorana,Plantae,Streptophyta,Pentapetalae,Lamiales,Bignoniaceae,429689,,,
plants,lichen,Parmelia,africana,Parmelia africana,no occurances,,.,.,.,.,.,.,,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-13.2,ctmin,,,,-0.2,15.8,700,Lange 1965,2,,,W,CTMIN= temp at which they no longer intake co2   ,,Parmelia,africana,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,NA,,,
plants,lichen,Parmelia,coreyi,Parmelia coreyi,,,,.,.,.,too sparesly sampled,remove,too sparsely sampled,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-15.9,ctmin,,,,-69.7,22.6,,Lange 1965,2,,,W,CTMIN= temp at which they no longer intake co2   ,,Parmelia,coreyi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,NA,,,
plants,lichen,Parmelia,schimperi,Parmelia schimperi,no occurances,,,.,.,.,.,.,,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-3,ctmin,,,,4.2,9.2,2000,Lange 1965,1,,,W,CTMIN= temp at which they no longer intake co2   ,,Parmelia,schimperi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,NA,,,
plants,lichen,Parmelia,xanthotropa,Parmelia xanthotropa,no occurances,,,.,.,.,.,.,,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-7.6,ctmin,,,,-0.28,15.8,700,Lange 1965,2,,,W,CTMIN= temp at which they no longer intake co2   ,,Parmelia,xanthotropa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,NA,,,
plants,liverwort,Pellia,epiphylla,Pellia epiphylla,,,,"Smith, A. J. E. (1989) The Liverworts of Britain and Ireland, Cambridge University Press (via wikipedia)",,"North America, Europe, North Africa and parts of Asia",missing S RL (N Africa),remove,missing S RL (N Africa),,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-9.3,LT50,,,,51,6.8,50,Rôtten & Santarius 1992,1,,,W,50% irreversible inactivation of the net photosynthetic capacity of the plants    ,,Pellia,epiphylla,Plantae,Streptophyta,Jungermanniopsida,Pelliales,Pelliaceae,40340,,,
plants,lichen,Peltigera,praetextata,Peltigera praetextata,,,,Consortium of N Am lichen herbaria; Nimis (1993) The Lichens of Italy (pdf),http://lichenportal.org/portal/taxa/index.php?taxon=55990,"temperate and boreal regions of North America, Europe and Asia",should occur at least as far south as italy,remove,missing S RL (Italy at least),,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-8.4,ctmin,,,,49.6,9,,Lange 1965,2,,,W,CTMIN= temp at which they no longer intake co2   ,,Peltigera,subcanina,Fungi,Ascomycota,Lecanoromycetes,Lecanoromycetes,Peltigerineae,162005,"species name update Synonymy = species name praetextata used in NCBI found using microbank, subcanina elsewhere",,
plants,angiosperm,Phoenix,canariensis,Phoenix canariensis,,,make sure sampled point comes from canary islands,RHS & wikipedia,https://www.rhs.org.uk/Plants/12767/Canary-Island-date-palm/Details,native to canary islands,,country.codes,,,ES,,,-30,-11,,30,AH,,Terrestrial,,52.8,LT50,,,,,,,Bilger et al 1984,3,,,,,,,,,,,,,C, Botanical garden Wurburg  ,,Phoenix,canariensis,Plantae,Streptophyta,Liliopsida,Arecales,Arecaceae,113250,,,
plants,angiosperm,Phygelius,aequalis,Phygelius aequalis,,,,PlantZA,http://www.plantzafrica.com/plantnop/phygelaequal.htm,"altitudes of 1¾200-2¾200 m in the Northern Province, Mpumalanga, Free State, KwaZulu-Natal and Swaziland",,country.codes,,,ZA;SZ,,,,,,-22,AH,,Terrestrial,,,,,,,,,,,,-4.9,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Phygelius,aequalis,Plantae,Streptophyta,Pentapetalae,Lamiales,Scrophulariaceae,NA,,,
